datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-07-30 23:58:00,,,,,,,0.0,,,,,,0.0,
2023-07-31 00:00:00,6.793821,400.5892,50.1,33.1125,87.00619,16383.56,0.0,0.0,,,,,0.0,
2023-07-31 00:30:00,6.706424,399.8734,50.1,32.775,83.62669,13091.96,0.0,0.0,,,,,0.0,
2023-07-31 00:58:00,,,,,,,,,,,,,1.0,
2023-07-31 01:00:00,6.640163,399.1025,52.116,33.28125,83.91461,12789.06,0.0,0.0,,,,,1.0,
2023-07-31 01:30:00,6.597883,399.3778,55.14,32.925,81.9025,15614.61,0.0,0.0,,,,,1.0,
2023-07-31 01:58:00,,,,,,,,,,,,,2.0,
2023-07-31 02:00:00,6.564781,398.7171,58.14,33.05625,79.91297,16628.77,0.0,0.0,,,,,2.0,
2023-07-31 02:30:00,6.554171,398.2766,62.124,32.9625,82.85146,17517.87,0.0,0.0,,,,,2.0,
2023-07-31 02:58:00,,,,,,,,,,,,,3.0,
2023-07-31 03:00:00,6.543256,397.7259,64.2,33.05625,80.73965,18711.29,0.0,0.0,,,,,3.0,
2023-07-31 03:30:00,6.619548,398.8272,67.212,32.8875,69.58311,20061.46,0.0,0.0,,,,,3.0,
2023-07-31 03:58:00,,,,,,,,,,,,,4.0,
2023-07-31 04:00:00,6.718934,401.0297,69.24,32.98125,75.30439,22310.53,0.0,0.0,,,,,4.0,
2023-07-31 04:30:00,6.838505,399.543,72.264,33.1125,62.93904,23977.65,0.0,0.0,,,,,4.0,
2023-07-31 04:58:00,,,,,,,,,,,,,5.0,
2023-07-31 05:00:00,6.978715,400.5892,76.308,32.90625,62.55732,26832.2,0.0,0.0,,,,,5.0,
2023-07-31 05:30:00,7.080129,399.0475,80.304,33.01875,57.29507,27790.12,0.0,0.0,,,,,5.0,
2023-07-31 05:58:00,,,,,,,,,,,,,6.0,
2023-07-31 06:00:00,7.15679,399.9835,84.348,33.075,56.98418,30485.54,0.0,0.0,,,,,6.0,
2023-07-31 06:30:00,7.179565,400.9196,88.392,32.94375,57.33582,32414.18,0.0,0.0,,,,,6.0,
2023-07-31 06:58:00,,,,,,,,,,,,,7.0,
2023-07-31 07:00:00,7.190574,401.305,91.392,32.9625,56.14305,33346.1,0.0,0.0,,,,,7.0,
2023-07-31 07:30:00,7.179152,401.0847,93.42,33.0375,49.96442,35630.53,0.0,0.0,,,,,7.0,
2023-07-31 07:58:00,,,,,,,,,,,,,8.0,
2023-07-31 08:00:00,7.179152,401.6904,96.43201,32.98125,43.41832,36288.84,0.0,0.0,,,,,8.0,
2023-07-31 08:30:00,7.318469,401.5253,96.43201,33.0,54.89188,36739.74,0.0,0.0,,,,,8.0,
2023-07-31 08:58:00,,,,,,,,,,,,,9.0,
2023-07-31 09:00:00,7.452292,400.8094,96.43201,33.0,54.65994,37464.5,0.0,0.0,,,,,9.0,
2023-07-31 09:30:00,7.566128,398.1664,96.43201,32.98125,50.92678,37590.16,0.0,0.0,,,,,9.0,
2023-07-31 09:58:00,,,,,,,,,46.0,20.0,,,10.0,
2023-07-31 10:00:00,7.609958,400.6443,96.43201,33.0375,54.13103,36101.16,0.0,0.0,,,,,10.0,
2023-07-31 10:30:00,7.563603,400.5892,96.43201,33.09375,45.13998,36561.95,0.0,0.0,,,,,10.0,
2023-07-31 10:58:00,,,,,,,,,,,,,11.0,
2023-07-31 11:00:00,7.574789,398.7171,96.43201,32.925,49.77187,37204.2,0.0,0.0,,,,,11.0,
2023-07-31 11:30:00,7.608922,399.4329,96.43201,32.98125,52.89252,36050.98,0.0,0.0,,,,,11.0,
2023-07-31 11:58:00,,,,,,,,,,,,,12.0,
2023-07-31 12:00:00,7.619457,398.9373,96.43201,33.075,45.33224,36748.56,0.0,0.0,,,,,12.0,
