datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-05-03 22:04:00,,,,,,,0.0,,,,,,0.0,
2023-05-03 22:30:00,6.772997,391.7792,50.088,33.39375,93.32166,15723.75,0.0,0.0,,,,,0.0,
2023-05-03 23:00:00,6.751265,391.7792,50.088,33.6375,89.47436,16311.17,0.0,0.0,,,,,0.0,
2023-05-03 23:04:00,,,,,,,,,,,,,1.0,
2023-05-03 23:30:00,6.729674,391.0083,50.088,33.39375,90.28651,15208.89,0.0,0.0,,,,,1.0,
2023-05-04 00:00:00,6.708048,391.1735,53.136,33.5625,89.04054,18114.97,0.0,0.0,,,,,1.0,
2023-05-04 00:04:00,,,,,,,,,,,,,2.0,
2023-05-04 00:30:00,6.697945,390.8982,58.152,33.5625,83.24448,20640.53,0.0,0.0,,,,,2.0,
2023-05-04 01:00:00,6.697945,390.5678,62.196,33.39375,88.47574,21067.67,0.0,0.0,,,,,2.0,
2023-05-04 01:04:00,,,,,,,,,,,,,3.0,
2023-05-04 01:30:00,6.718736,389.6868,64.212,33.525,86.01434,21532.39,0.0,0.0,,,,,3.0,
2023-05-04 02:00:00,6.80805,388.8058,68.22,33.50625,84.61148,23584.15,0.0,0.0,,,,,3.0,
2023-05-04 02:04:00,,,,,,,,,,,,,4.0,
2023-05-04 02:30:00,6.928865,388.6406,72.252,33.54375,82.49701,25548.93,0.0,0.0,,,,,4.0,
2023-05-04 03:00:00,7.037285,388.4204,76.284,33.5625,78.97363,27203.37,0.0,0.0,,,,,4.0,
2023-05-04 03:04:00,,,,,,,,,,,,,5.0,
2023-05-04 03:30:00,7.150984,387.9799,80.31599,33.46875,79.40997,27784.77,0.0,0.0,,,,,5.0,
2023-05-04 04:00:00,7.194543,387.0989,84.348,33.50625,73.4153,30180.53,0.0,0.0,,,,,5.0,
2023-05-04 04:04:00,,,,,,,,,,,,,6.0,
2023-05-04 04:30:00,7.219044,386.8236,88.38,33.6,70.50084,31452.18,0.0,0.0,,,,,6.0,
2023-05-04 05:00:00,7.239784,387.5394,91.404,33.43125,67.32622,33058.24,0.0,0.0,,,,,6.0,
2023-05-04 05:04:00,,,,,,,,,,,,,7.0,
2023-05-04 05:30:00,7.250733,393.0456,93.408,33.525,70.85268,35758.25,0.0,0.0,,,,,7.0,
2023-05-04 06:00:00,7.344978,390.8982,95.448,33.45,65.8201,36216.12,0.0,0.0,,,,,7.0,
2023-05-04 06:04:00,,,,,,,,,,,,,8.0,
2023-05-04 06:30:00,7.480469,391.2285,96.024,33.525,62.52862,37599.88,0.0,0.0,,,,,8.0,
2023-05-04 07:00:00,7.620677,391.3387,96.024,33.43125,60.04545,38241.74,0.0,0.0,,,,,8.0,
2023-05-04 07:04:00,,,,,,,,,,,,,9.0,
2023-05-04 07:30:00,7.713557,388.916,96.024,33.4875,61.71439,37776.69,0.0,0.0,,,,,9.0,
2023-05-04 08:00:00,7.724734,388.5305,96.024,33.4875,58.48895,39176.41,0.0,0.0,,,,,9.0,
2023-05-04 08:04:00,,,,,,,,,,,,,10.0,
2023-05-04 08:30:00,7.663877,390.6229,96.024,33.5625,53.89329,38443.36,252.7637,600.0,,,,,10.0,
2023-05-04 09:00:00,7.674458,387.8698,96.024,33.46875,52.43962,38427.14,539.6978,600.0,,,,,10.0,
2023-05-04 09:04:00,,,,,,,,,,,,,11.0,
2023-05-04 09:30:00,7.698364,389.4666,96.024,33.50625,58.79778,37275.2,831.6089,600.0,,,,,11.0,
2023-05-04 10:00:00,7.722355,389.1362,96.024,33.45,51.45523,38786.11,1131.252,600.0,,,,,11.0,
2023-05-04 10:04:00,,,,,,,,,56.0,17.0,,,12.0,
2023-05-04 10:30:00,7.754814,387.7596,96.024,32.9625,59.4652,39052.8,1430.979,600.0,,,,,12.0,
