datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-06-24 07:02:00,,,,,,,0.0,,,,,,0.0,
2023-06-24 07:30:00,6.716514,391.2836,50.1,32.71875,86.3941,14489.32,0.0,0.0,,,,,0.0,
2023-06-24 08:00:00,6.671012,391.5039,52.104,33.13125,84.79982,13617.77,0.0,0.0,,,,,0.0,
2023-06-24 08:02:00,,,,,,,,,,,,,1.0,
2023-06-24 08:30:00,6.639936,390.2925,55.092,32.775,84.5049,14464.41,0.0,0.0,,,,,1.0,
2023-06-24 09:00:00,6.608014,389.0811,58.128,33.13125,86.27972,14771.56,0.0,0.0,,,,,1.0,
2023-06-24 09:02:00,,,,,,,,,,,,,2.0,
2023-06-24 09:30:00,6.586361,391.1184,62.16,32.925,75.3018,14827.14,0.0,0.0,,,,,2.0,
2023-06-24 10:00:00,6.586361,391.8343,65.16,33.05625,81.28802,15425.11,0.0,0.0,,,,,2.0,
2023-06-24 10:02:00,,,,,,,,,22.0,5.0,,,3.0,
2023-06-24 10:30:00,6.596918,393.2108,67.152,33.0375,79.39203,20468.36,0.0,0.0,,,,,3.0,
2023-06-24 11:00:00,6.679425,392.9906,69.192,32.90625,64.03806,23417.23,0.0,0.0,,,,,3.0,
2023-06-24 11:02:00,,,,,,,,,,,,,4.0,
2023-06-24 11:30:00,6.80876,392.3849,72.228,33.01875,77.24905,24739.49,0.0,0.0,,,,,4.0,
2023-06-24 12:00:00,6.925779,392.3298,76.236,33.01875,62.63967,26588.36,0.0,0.0,,,,,4.0,
2023-06-24 12:02:00,,,,,,,,,,,,,5.0,
2023-06-24 12:30:00,7.059292,393.6513,80.28,33.075,62.94202,27918.32,0.0,0.0,,,,,5.0,
2023-06-24 13:00:00,7.153809,393.1007,84.3,33.01875,68.18769,30609.67,0.0,0.0,,,,,5.0,
2023-06-24 13:02:00,,,,,,,,,,,,,6.0,
2023-06-24 13:30:00,7.176095,392.9906,88.356,33.01875,58.32923,31006.46,0.0,0.0,,,,,6.0,
2023-06-24 14:00:00,7.186533,393.1007,93.408,33.01875,63.78405,33695.94,0.0,0.0,,,,,6.0,
2023-06-24 14:02:00,,,,,,,,,,,,,7.0,
2023-06-24 14:30:00,7.197546,394.6425,96.42,32.8875,58.20285,35798.95,0.0,0.0,,,,,7.0,
2023-06-24 15:00:00,7.187399,392.4399,96.42,33.01875,50.69613,36994.97,0.0,0.0,,,,,7.0,
2023-06-24 15:02:00,,,,,,,,,,,,,8.0,
2023-06-24 15:30:00,7.308207,391.8343,96.42,33.01875,55.29364,37128.89,0.0,0.0,,,,,8.0,
2023-06-24 16:00:00,7.430092,393.4311,96.42,32.98125,49.73448,37167.29,0.0,0.0,,,,,8.0,
2023-06-24 16:02:00,,,,,,,,,,,,,9.0,
2023-06-24 16:30:00,7.556209,392.7703,96.42,33.01875,48.56833,35833.11,0.0,0.0,,,,,9.0,
2023-06-24 17:00:00,7.625275,392.495,96.42,33.0375,53.28669,36670.14,0.0,0.0,,,,,9.0,
2023-06-24 17:02:00,,,,,,,,,,,,,10.0,
2023-06-24 17:30:00,7.54775,392.1646,96.42,33.0375,46.7065,37359.2,202.5571,500.0,,,,,10.0,
2023-06-24 18:00:00,7.557754,391.5039,96.42,33.0375,46.01686,37514.31,454.6237,500.0,,,,,10.0,
2023-06-24 18:02:00,,,,,,,,,,,,,11.0,
2023-06-24 18:30:00,7.557754,390.733,96.42,32.925,50.13814,37685.23,704.1504,500.0,,,,,11.0,
2023-06-24 19:00:00,7.567818,393.4861,96.42,33.05625,48.99559,36618.32,967.1319,600.0,,,,,11.0,
2023-06-24 19:02:00,,,,,,,,,,,,,12.0,
2023-06-24 19:30:00,7.567818,390.6229,96.42,32.925,48.67965,37551.0,1261.025,600.0,,,,,12.0,
2023-06-24 20:00:00,7.578494,392.2747,96.42,33.0375,47.22158,37252.97,1545.688,700.0,,,,,12.0,
2023-06-24 20:02:00,,,,,,,,,,,,,13.0,
2023-06-24 20:30:00,7.556861,391.5039,96.42,33.0,41.38982,36778.68,1905.012,700.0,,,,,13.0,
2023-06-24 21:00:00,7.590466,392.9906,96.42,32.925,44.62466,36489.1,2248.182,700.0,,,,,13.0,
2023-06-24 21:02:00,,,,,,,,,,,,,14.0,
2023-06-24 21:30:00,7.591212,390.8431,96.42,33.01875,50.10665,37309.8,2647.619,800.0,,,,,14.0,
2023-06-24 22:00:00,7.590264,390.2374,96.42,33.0375,49.54009,37096.5,3048.655,900.0,,,,,14.0,
2023-06-24 22:02:00,,,,,,,,,54.0,27.0,,,15.0,
2023-06-24 22:30:00,7.566652,391.0634,96.42,32.94375,45.5242,36900.94,3498.074,900.0,,,,,15.0,
2023-06-24 23:00:00,7.555325,391.5589,96.42,33.01875,42.89735,36647.06,3948.443,900.0,,,,,15.0,
2023-06-24 23:02:00,,,,,,,,,,,,,16.0,
2023-06-24 23:30:00,7.543496,391.5039,96.42,33.05625,42.10101,37013.37,4446.339,1000.0,,,,,16.0,
2023-06-25 00:00:00,7.543496,390.733,96.42,32.94375,40.08483,36619.03,4948.535,1050.0,,,,,16.0,
2023-06-25 00:02:00,,,,,,,,,,,,,17.0,
2023-06-25 00:30:00,7.521237,390.8431,96.42,33.075,39.5325,37418.11,5471.293,1050.0,,,,,17.0,
2023-06-25 01:00:00,7.521237,390.5678,96.42,33.01875,34.85725,36691.5,5993.317,1050.0,,,,,17.0,
2023-06-25 01:02:00,,,,,,,,,,,,,18.0,
2023-06-25 01:30:00,7.498752,390.7881,96.42,32.925,36.18675,38460.79,6561.268,1150.0,,,,,18.0,
2023-06-25 02:00:00,7.488363,391.0634,96.42,33.09375,32.79636,38183.52,7127.394,1200.0,,,,,18.0,
2023-06-25 02:02:00,,,,,,,,,,,,,19.0,
2023-06-25 02:30:00,7.46749,391.2285,96.42,33.0,30.00946,37835.32,7716.986,1200.0,,,,,19.0,
2023-06-25 03:00:00,7.46749,389.4115,96.42,32.94375,29.62828,39137.5,8328.854,1250.0,,,,,19.0,
2023-06-25 03:02:00,,,,,,,,,,,,,20.0,
2023-06-25 03:30:00,7.456818,390.4577,96.42,33.0,31.30354,38812.25,8953.449,1250.0,,,,,20.0,
2023-06-25 04:00:00,7.445488,392.0545,96.42,33.0,30.63928,39280.54,9576.668,1250.0,,,,,20.0,
2023-06-25 04:02:00,,,,,,,,,,,,,21.0,
2023-06-25 04:30:00,7.413043,390.8982,96.42,32.98125,27.90808,38933.36,10204.04,1250.0,,,,,21.0,
2023-06-25 05:00:00,7.391794,391.5039,96.42,33.01875,30.17713,39030.57,10820.16,1250.0,,,,,21.0,
2023-06-25 05:02:00,,,,,,,,,,,,,22.0,
2023-06-25 05:30:00,7.370139,391.7242,96.42,33.0,26.59202,38739.41,11432.35,1250.0,,,,,22.0,
2023-06-25 06:00:00,7.357355,391.1735,96.42,32.925,29.58058,38971.09,12056.68,1250.0,,,,,22.0,
2023-06-25 06:02:00,,,,,,,,,,,,,23.0,
2023-06-25 06:30:00,7.335985,391.0634,96.42,32.41875,28.55718,38674.43,12671.36,1200.0,,,,,23.0,
