datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-07-16 07:51:00,,,,,,,0.0,,,,,,0.0,
2023-07-16 08:00:00,6.660323,388.8058,50.1,32.86875,90.69658,14847.31,0.0,0.0,,,,,0.0,
2023-07-16 08:30:00,6.607318,389.0811,50.1,33.075,87.40213,13938.98,0.0,0.0,,,,,0.0,
2023-07-16 08:51:00,,,,,,,,,,,,,1.0,
2023-07-16 09:00:00,6.574767,389.1362,50.1,32.90625,87.3293,13334.7,0.0,0.0,,,,,1.0,
2023-07-16 09:30:00,6.543407,388.6406,56.136,33.075,90.14591,15232.51,0.0,0.0,,,,,1.0,
2023-07-16 09:51:00,,,,,,,,,26.0,4.0,,,2.0,
2023-07-16 10:00:00,6.532788,388.09,60.132,32.98125,88.45655,17357.49,0.0,0.0,,,,,2.0,
2023-07-16 10:30:00,6.532788,388.2001,64.176,33.05625,83.96131,18071.26,0.0,0.0,,,,,2.0,
2023-07-16 10:51:00,,,,,,,,,,,,,3.0,
2023-07-16 11:00:00,6.532788,387.8698,66.168,32.94375,80.74224,19391.07,0.0,0.0,,,,,3.0,
2023-07-16 11:30:00,6.574561,388.2001,68.208,32.98125,80.58955,22186.32,0.0,0.0,,,,,3.0,
2023-07-16 11:51:00,,,,,,,,,,,,,4.0,
2023-07-16 12:00:00,6.67473,388.4204,70.248,33.0,79.72487,23101.61,0.0,0.0,,,,,4.0,
2023-07-16 12:30:00,6.80109,388.2001,72.24,33.09375,73.60298,24585.13,0.0,0.0,,,,,4.0,
2023-07-16 12:51:00,,,,,,,,,,,,,5.0,
2023-07-16 13:00:00,6.92858,387.8147,78.276,33.0375,76.16723,27169.2,0.0,0.0,,,,,5.0,
2023-07-16 13:30:00,7.065444,388.5305,82.284,32.98125,77.20373,29110.73,0.0,0.0,,,,,5.0,
2023-07-16 13:51:00,,,,,,,,,,,,,6.0,
2023-07-16 14:00:00,7.120702,387.209,84.24,33.09375,68.98022,29904.91,0.0,0.0,,,,,6.0,
2023-07-16 14:30:00,7.141734,386.2729,90.36,32.9625,65.26565,31023.85,0.0,0.0,,,,,6.0,
2023-07-16 14:51:00,,,,,,,,,,,,,7.0,
2023-07-16 15:00:00,7.162366,387.4843,92.376,33.0375,62.73513,34473.1,0.0,0.0,,,,,7.0,
2023-07-16 15:30:00,7.17267,386.9337,94.392,32.98125,58.87648,35310.15,0.0,0.0,,,,,7.0,
2023-07-16 15:51:00,,,,,,,,,,,,,8.0,
2023-07-16 16:00:00,7.17267,386.9337,95.39999,33.0,60.80354,36430.61,0.0,0.0,,,,,8.0,
2023-07-16 16:30:00,7.333839,391.0634,96.408,32.9625,61.32542,37421.64,0.0,0.0,,,,,8.0,
2023-07-16 16:51:00,,,,,,,,,,,,,9.0,
2023-07-16 17:00:00,7.436435,393.1557,96.408,33.09375,45.58511,37157.2,0.0,0.0,,,,,9.0,
2023-07-16 17:30:00,7.58742,391.3938,96.408,32.90625,58.46159,36820.05,0.0,0.0,,,,,9.0,
2023-07-16 17:51:00,,,,,,,,,,,,,10.0,
2023-07-16 18:00:00,7.597415,390.1273,96.408,33.075,54.82856,36944.96,46.48296,500.0,,,,,10.0,
2023-07-16 18:30:00,7.521696,390.5678,96.408,33.1125,49.07325,36749.97,285.8904,500.0,,,,,10.0,
2023-07-16 18:51:00,,,,,,,,,,,,,11.0,
2023-07-16 19:00:00,7.532036,389.907,96.408,33.0,51.3191,37266.36,529.3356,500.0,,,,,11.0,
2023-07-16 19:30:00,7.521725,391.0634,96.408,32.925,46.38537,36652.27,779.1971,500.0,,,,,11.0,
2023-07-16 19:51:00,,,,,,,,,,,,,12.0,
2023-07-16 20:00:00,7.500602,388.5856,96.408,33.075,42.27036,36517.18,1055.306,600.0,,,,,12.0,
2023-07-16 20:30:00,7.500602,390.5678,96.408,33.075,48.02741,36946.86,1354.319,600.0,,,,,12.0,
2023-07-16 20:51:00,,,,,,,,,,,,,13.0,
2023-07-16 21:00:00,7.510997,389.3014,96.408,33.0,47.94065,37202.6,1684.893,700.0,,,,,13.0,
