datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-04-26 19:11:00,,,,,,,0.0,,,,,,0.0,
2023-04-26 19:30:00,6.981411,393.321,50.112,33.35625,94.68726,17174.9,0.0,0.0,,,,,0.0,
2023-04-26 20:00:00,6.981411,392.7703,50.112,33.6,89.6373,16125.46,0.0,0.0,,,,,0.0,
2023-04-26 20:11:00,,,,,,,,,,,,,1.0,
2023-04-26 20:30:00,6.971253,392.4399,50.112,33.45,90.03428,15879.62,0.0,0.0,,,,,1.0,
2023-04-26 21:00:00,6.960616,392.0545,52.116,33.58125,90.09682,16276.97,0.0,0.0,,,,,1.0,
2023-04-26 21:11:00,,,,,,,,,,,,,2.0,
2023-04-26 21:30:00,6.950395,392.5501,58.128,33.45,88.92642,18907.34,0.0,0.0,,,,,2.0,
2023-04-26 22:00:00,6.960858,392.0545,62.172,33.4875,86.94664,20226.37,0.0,0.0,,,,,2.0,
2023-04-26 22:11:00,,,,,,,,,20.0,4.0,,,3.0,
2023-04-26 22:30:00,6.983953,391.3938,66.216,33.58125,89.60117,22221.02,0.0,0.0,,,,,3.0,
2023-04-26 23:00:00,7.026194,390.8982,70.26,33.39375,88.02615,24004.69,0.0,0.0,,,,,3.0,
2023-04-26 23:11:00,,,,,,,,,,,,,4.0,
2023-04-26 23:30:00,7.079733,390.7881,74.244,33.525,80.6191,24698.91,0.0,0.0,,,,,4.0,
2023-04-27 00:00:00,7.143033,390.6229,78.324,33.50625,84.23862,26931.61,0.0,0.0,,,,,4.0,
2023-04-27 00:11:00,,,,,,,,,,,,,5.0,
2023-04-27 00:30:00,7.197742,389.5216,82.32,33.525,79.42197,27977.78,0.0,0.0,,,,,5.0,
2023-04-27 01:00:00,7.218602,388.8058,86.364,33.54375,78.14662,30815.54,0.0,0.0,,,,,5.0,
2023-04-27 01:11:00,,,,,,,,,,,,,6.0,
2023-04-27 01:30:00,7.240401,388.6957,90.396,33.43125,72.20779,32685.99,0.0,0.0,,,,,6.0,
2023-04-27 02:00:00,7.240401,387.6495,94.428,33.525,65.71735,34172.74,0.0,0.0,,,,,6.0,
2023-04-27 02:11:00,,,,,,,,,,,,,7.0,
2023-04-27 02:30:00,7.240401,394.5323,96.456,33.4875,66.42905,35582.32,0.0,0.0,,,,,7.0,
2023-04-27 03:00:00,7.330132,392.1096,96.456,33.45,71.5054,37272.72,0.0,0.0,,,,,7.0,
2023-04-27 03:11:00,,,,,,,,,,,,,8.0,
2023-04-27 03:30:00,7.456109,391.9994,96.456,33.45,64.17161,38087.11,0.0,0.0,,,,,8.0,
2023-04-27 04:00:00,7.595954,393.9266,96.456,33.46875,58.13158,39142.32,0.0,0.0,,,,,8.0,
