datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2023-06-17 01:11:00,,,,,,,0.0,,,,,,0.0,
2023-06-17 01:30:00,6.689703,390.3476,50.064,32.19375,90.10805,16283.8,0.0,0.0,,,,,0.0,
2023-06-17 02:00:00,6.678077,389.852,50.064,32.45625,91.80251,16220.36,0.0,0.0,,,,,0.0,
2023-06-17 02:11:00,,,,,,,,,,,,,1.0,
2023-06-17 02:30:00,6.655338,389.4666,50.064,32.775,91.31348,15843.96,0.0,0.0,,,,,1.0,
2023-06-17 03:00:00,6.624066,389.7419,53.076,33.20625,89.38519,17245.22,0.0,0.0,,,,,1.0,
2023-06-17 03:11:00,,,,,,,,,,,,,2.0,
2023-06-17 03:30:00,6.624066,389.0811,58.116,32.925,89.70386,19783.13,0.0,0.0,,,,,2.0,
2023-06-17 04:00:00,6.624066,389.6317,62.16,32.98125,88.97855,20399.78,0.0,0.0,,,,,2.0,
2023-06-17 04:11:00,,,,,,,,,,,,,3.0,
2023-06-17 04:30:00,6.6448,389.0261,66.18,33.0375,85.20785,21615.3,0.0,0.0,,,,,3.0,
2023-06-17 05:00:00,6.68772,388.3653,70.224,32.9625,85.51005,23268.82,0.0,0.0,,,,,3.0,
2023-06-17 05:11:00,,,,,,,,,,,,,4.0,
2023-06-17 05:30:00,6.814086,388.5305,74.22,32.94375,81.18396,24425.03,0.0,0.0,,,,,4.0,
2023-06-17 06:00:00,6.933854,387.3191,78.264,33.0375,80.5187,27467.97,0.0,0.0,,,,,4.0,
2023-06-17 06:11:00,,,,,,,,,,,,,5.0,
2023-06-17 06:30:00,7.057313,387.4293,82.308,33.0375,80.02779,28565.45,0.0,0.0,,,,,5.0,
2023-06-17 07:00:00,7.174643,387.9799,86.35201,32.98125,81.10969,31407.22,0.0,0.0,,,,,5.0,
2023-06-17 07:11:00,,,,,,,,,,,,,6.0,
2023-06-17 07:30:00,7.206283,385.5571,90.36,33.0375,74.30239,33166.65,0.0,0.0,,,,,6.0,
2023-06-17 08:00:00,7.21642,391.0083,94.404,32.98125,70.0885,34606.21,0.0,0.0,,,,,6.0,
2023-06-17 08:11:00,,,,,,,,,,,,,7.0,
2023-06-17 08:30:00,7.227462,390.5678,96.42,33.0,67.58698,34872.05,0.0,0.0,,,,,7.0,
2023-06-17 09:00:00,7.225753,390.6229,96.42,33.01875,60.63548,35841.21,0.0,0.0,,,,,7.0,
2023-06-17 09:11:00,,,,,,,,,,,,,8.0,
2023-06-17 09:30:00,7.278239,390.3476,96.42,33.0375,66.76717,37289.05,0.0,0.0,,,,,8.0,
2023-06-17 10:00:00,7.374416,389.1913,96.42,33.0375,63.39478,37083.15,0.0,0.0,,,,,8.0,
