datime,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4,周期,Y
2024-05-06 12:24:00,,,,,,,0.0,,,,,,0.0,
2024-05-06 12:30:00,6.725812,388.3102,50.112,33.6375,91.38988,15535.93,0.0,0.0,,,,,0.0,
2024-05-06 13:00:00,6.649912,387.9248,50.112,33.3,92.02111,12587.71,0.0,0.0,,,,,0.0,
2024-05-06 13:24:00,,,,,,,,,,,,,1.0,
2024-05-06 13:30:00,6.595757,388.1451,50.112,33.09375,87.87374,11498.48,0.0,0.0,,,,,1.0,
2024-05-06 14:00:00,6.552209,388.3653,50.112,33.1125,83.79659,11400.41,0.0,0.0,,,,,1.0,
2024-05-06 14:24:00,,,,,,,,,,,,,2.0,
2024-05-06 14:30:00,6.531006,387.9799,52.104,33.20625,89.13402,14208.35,0.0,0.0,,,,,2.0,
2024-05-06 15:00:00,6.530982,387.5394,57.156,33.05625,89.2028,14723.67,0.0,0.0,,,,,2.0,
2024-05-06 15:24:00,,,,,,,,,,,,,3.0,
2024-05-06 15:30:00,6.573223,386.8786,62.172,33.16875,86.8114,17404.48,0.0,0.0,,,,,3.0,
2024-05-06 16:00:00,6.648579,386.3831,65.196,33.1125,85.87057,19642.49,0.0,0.0,,,,,3.0,
2024-05-06 16:24:00,,,,,,,,,,,,,4.0,
2024-05-06 16:30:00,6.735534,387.209,67.212,33.05625,83.52261,20659.87,0.0,0.0,,,,,4.0,
2024-05-06 17:00:00,6.857117,386.7685,71.23199,33.24375,80.29526,22579.42,0.0,0.0,,,,,4.0,
2024-05-06 17:24:00,,,,,,,,,,,,,5.0,
2024-05-06 17:30:00,6.964769,391.3938,76.248,33.075,76.84895,24459.27,0.0,0.0,,,,,5.0,
2024-05-06 18:00:00,7.051762,389.9621,80.292,33.05625,81.18525,25718.56,0.0,0.0,,,,,5.0,
2024-05-06 18:24:00,,,,,,,,,,,,,6.0,
2024-05-06 18:30:00,7.106353,390.733,82.308,33.1125,75.32729,27606.62,0.0,0.0,,,,,6.0,
2024-05-06 19:00:00,7.150244,390.6229,88.38,33.09375,75.62346,29679.52,0.0,0.0,,,,,6.0,
2024-05-06 19:24:00,,,,,,,,,,,,,7.0,
2024-05-06 19:30:00,7.160939,390.5678,91.392,33.1125,60.12706,31790.07,0.0,0.0,,,,,7.0,
2024-05-06 20:00:00,7.160939,390.5128,93.408,33.05625,62.11767,34068.68,0.0,0.0,,,,,7.0,
2024-05-06 20:24:00,,,,,,,,,,,,,8.0,
2024-05-06 20:30:00,7.177904,391.1184,95.436,33.0375,64.09342,35398.35,0.0,0.0,,,,,8.0,
2024-05-06 21:00:00,7.290487,391.7792,95.928,33.15,61.03613,36192.49,0.0,0.0,,,,,8.0,
2024-05-06 21:24:00,,,,,,,,,,,,,9.0,
2024-05-06 21:30:00,7.412995,388.5305,95.928,33.15,60.16563,35651.3,0.0,0.0,,,,,9.0,
2024-05-06 22:00:00,7.54338,390.3476,95.928,33.16875,50.51347,35728.45,0.0,0.0,,,,,9.0,
2024-05-06 22:24:00,,,,,,,,,48.0,14.0,,,10.0,
2024-05-06 22:30:00,7.574831,390.8431,95.928,33.16875,63.45026,36380.71,0.0,0.0,,,,,10.0,
2024-05-06 23:00:00,7.517292,389.5767,95.928,33.1125,53.19117,35886.18,205.1378,500.0,,,,,10.0,
2024-05-06 23:24:00,,,,,,,,,,,,,11.0,
2024-05-06 23:30:00,7.517292,388.916,95.928,33.1125,52.68061,36107.07,455.5082,500.0,,,,,11.0,
2024-05-07 00:00:00,7.527427,389.907,95.928,33.075,44.73606,36350.96,705.5504,500.0,,,,,11.0,
2024-05-07 00:24:00,,,,,,,,,,,,,12.0,
2024-05-07 00:30:00,7.538998,388.8609,95.928,33.09375,41.95054,35790.71,987.3541,600.0,,,,,12.0,
2024-05-07 01:00:00,7.559502,388.8058,95.928,33.1125,50.38317,36119.19,1287.341,600.0,,,,,12.0,
2024-05-07 01:24:00,,,,,,,,,,,,,13.0,
2024-05-07 01:30:00,7.559502,390.0172,95.928,33.16875,46.06525,36110.46,1595.416,700.0,,,,,13.0,
2024-05-07 02:00:00,7.547805,388.4204,95.928,33.15,51.2384,35613.68,1944.412,700.0,,,,,13.0,
2024-05-07 02:24:00,,,,,,,,,,,,,14.0,
2024-05-07 02:30:00,7.558246,391.4488,95.928,33.09375,50.2362,36825.62,2307.882,800.0,,,,,14.0,
2024-05-07 03:00:00,7.569102,388.5305,95.928,33.09375,50.62226,36085.73,2705.328,800.0,,,,,14.0,
2024-05-07 03:24:00,,,,,,,,,,,,,15.0,
2024-05-07 03:30:00,7.558821,388.8609,95.928,33.1125,44.75562,35924.27,3114.86,900.0,,,,,15.0,
2024-05-07 04:00:00,7.571301,388.7507,95.928,33.1125,51.63346,36087.2,3555.893,900.0,,,,,15.0,
2024-05-07 04:24:00,,,,,,,,,,,,,16.0,
