feature,coef
y4_t3,5.324349681073852
y4_t2,5.324349681073852
y4_t0^2 y4_t3,4.975535538008864
y4_t0^2 y4_t2,4.975535538008864
y4_t1^2 y4_t2,4.975535538008864
y4_t0 y4_t1 y4_t2,4.975535538008864
y4_t1^2 y4_t3,4.975535538008864
y4_t0 y4_t1 y4_t3,4.975535538008864
y1_t2^2,-3.583217898227618
y1_t2 y1_t3,-3.583217898227618
y1_t3^2,-3.583217898227618
y1_t3,3.1169391546799785
y1_t2,3.1169391546799785
y2_t2^2,-2.966596968640481
y2_t3^2,-2.966596968640481
y2_t2 y2_t3,-2.966596968640481
y3_t1,2.936880466180977
y3_t0,2.936880466180977
y4_t0 y3_t1 y4_t1,2.898943658379939
y4_t0^2 y3_t1,2.898943658379939
y3_t1 y4_t1^2,2.898943658379938
y3_t0 y4_t1^2,2.898943658379938
y3_t0 y4_t0^2,2.898943658379938
y3_t0 y4_t0 y4_t1,2.898943658379938
y4_t1 y2_t2,-2.895137291246241
y4_t0 y2_t2,-2.895137291246241
y4_t0 y2_t3,-2.895137291246241
y4_t1 y2_t3,-2.895137291246241
y1_t0,2.4214394464216698
y1_t1,2.4214394464216698
y1_t1 y1_t3,-2.3262327456439973
y1_t1 y1_t2,-2.3262327456439973
y1_t0 y1_t2,-2.3262327456439973
y1_t0 y1_t3,-2.3262327456439973
y4_t0^2 y3_t2,2.243377947676912
y4_t0 y4_t1 y3_t3,2.243377947676912
y4_t1^2 y3_t3,2.243377947676912
y4_t1^2 y3_t2,2.243377947676912
y4_t0 y4_t1 y3_t2,2.243377947676912
y4_t0^2 y3_t3,2.243377947676912
y3_t2 y1_t3^2,2.2307888641312723
y1_t2 y3_t2 y1_t3,2.2307888641312714
y1_t3^2 y3_t3,2.2307888641312714
y1_t2 y1_t3 y3_t3,2.2307888641312714
y1_t2^2 y3_t2,2.2307888641312714
y1_t2^2 y3_t3,2.2307888641312714
y1_t3 y4_t3,-2.129300373955003
y1_t2 y4_t2,-2.129300373955003
y1_t2 y4_t3,-2.129300373955003
y4_t2 y1_t3,-2.129300373955003
y4_t1^2 y1_t3,2.107272152283312
y4_t0 y4_t1 y1_t3,2.107272152283312
y4_t1^2 y1_t2,2.107272152283312
y4_t0 y4_t1 y1_t2,2.107272152283312
y4_t0^2 y1_t2,2.107272152283312
y4_t0^2 y1_t3,2.107272152283312
y3_t3,2.0156422161810816
y3_t2,2.0156422161810816
y4_t2 y1_t3^2,1.959553984962925
y1_t2^2 y4_t2,1.9595539849629249
y1_t2 y1_t3 y4_t3,1.9595539849629249
y1_t3^2 y4_t3,1.9595539849629249
y1_t2 y4_t2 y1_t3,1.9595539849629249
y1_t2^2 y4_t3,1.9595539849629249
y2_t0,1.8481058159729005
y2_t1,1.8481058159729005
y1_t2^2 y1_t3,1.7564266995803668
y1_t2^3,1.7564266995803668
y1_t3^3,1.7564266995803668
y1_t2 y1_t3^2,1.7564266995803668
y1_t0 y3_t0 y4_t0,-1.6124930463893556
y3_t0 y4_t0 y1_t1,-1.6124930463893556
y3_t0 y1_t1 y4_t1,-1.6124930463893556
y1_t0 y3_t0 y4_t1,-1.6124930463893556
y1_t0 y4_t0 y3_t1,-1.6124930463893556
y1_t0 y3_t1 y4_t1,-1.6124930463893556
y4_t0 y1_t1 y3_t1,-1.6124930463893556
y1_t1 y3_t1 y4_t1,-1.6124930463893556
y4_t1^2,1.5978262955657891
y4_t0^2,1.5978262955657891
y4_t0 y4_t1,1.5978262955657891
y2_t1 y1_t3,-1.565506762626225
y2_t0 y1_t2,-1.565506762626225
y2_t1 y1_t2,-1.565506762626225
y2_t0 y1_t3,-1.565506762626225
y1_t0 y2_t2,1.5567585927201224
y1_t1 y2_t3,1.5567585927201224
y1_t0 y2_t3,1.5567585927201224
y1_t1 y2_t2,1.5567585927201213
y1_t1 y4_t2,-1.5476940461402724
y1_t0 y4_t2,-1.5476940461402724
y1_t1 y4_t3,-1.5476940461402724
y1_t0 y4_t3,-1.5476940461402724
y3_t2 y3_t3,-1.4850993071354686
y3_t2^2,-1.4850993071354686
y3_t3^2,-1.4850993071354686
y2_t0 y4_t0^2,1.4829843297695806
y2_t0 y4_t1^2,1.4829843297695806
y2_t1 y4_t1^2,1.4829843297695806
y2_t0 y4_t0 y4_t1,1.4829843297695806
y4_t0^2 y2_t1,1.4829843297695804
y4_t0 y2_t1 y4_t1,1.4829843297695804
y4_t0 y4_t2^2,-1.4750105168956416
y4_t0 y4_t2 y4_t3,-1.4750105168956416
y4_t1 y4_t2^2,-1.4750105168956416
y4_t1 y4_t2 y4_t3,-1.4750105168956416
y4_t1 y4_t3^2,-1.4750105168956416
y4_t0 y4_t3^2,-1.4750105168956416
y4_t0 y1_t1 y2_t3,-1.4611036185792443
y4_t0 y1_t1 y2_t2,-1.4611036185792443
y1_t0 y4_t0 y2_t2,-1.4611036185792434
y1_t0 y4_t1 y2_t3,-1.4611036185792434
y1_t1 y4_t1 y2_t3,-1.4611036185792434
y1_t1 y4_t1 y2_t2,-1.4611036185792434
y1_t0 y4_t1 y2_t2,-1.4611036185792434
y1_t0 y4_t0 y2_t3,-1.4611036185792434
y1_t1 y4_t1,1.4369911586897617
y1_t0 y4_t0,1.4369911586897617
y4_t0 y1_t1,1.4369911586897617
y1_t0 y4_t1,1.4369911586897617
y1_t0 y4_t0^2,1.4317824778509634
y1_t0 y4_t1^2,1.4317824778509634
y1_t1 y4_t1^2,1.4317824778509634
y1_t0 y4_t0 y4_t1,1.4317824778509634
y4_t0 y1_t1 y4_t1,1.4317824778509607
y4_t0^2 y1_t1,1.4317824778509607
y3_t0^2,-1.411983329872442
y3_t0 y3_t1,-1.411983329872442
y3_t1^2,-1.411983329872442
y3_t1 y1_t3,-1.408994465467634
y3_t1 y1_t2,-1.408994465467634
y3_t0 y1_t3,-1.408994465467634
y3_t0 y1_t2,-1.408994465467634
y4_t0 y3_t2^2,1.3659352641700528
y4_t0 y3_t2 y3_t3,1.3659352641700528
y4_t1 y3_t2 y3_t3,1.3659352641700528
y4_t1 y3_t3^2,1.3659352641700528
y4_t1 y3_t2^2,1.3659352641700528
y4_t0 y3_t3^2,1.3659352641700528
y4_t2 y2_t3,-1.34412046615577
y2_t3 y4_t3,-1.34412046615577
y2_t2 y4_t3,-1.34412046615577
y2_t2 y4_t2,-1.34412046615577
y3_t1^2 y1_t2,1.3240531995186844
y3_t0^2 y1_t3,1.3240531995186844
y3_t1^2 y1_t3,1.3240531995186844
y3_t0 y3_t1 y1_t2,1.3240531995186844
y3_t0 y3_t1 y1_t3,1.3240531995186844
y3_t0^2 y1_t2,1.3240531995186844
y3_t1 y3_t2,-1.3141953428569386
y3_t0 y3_t3,-1.3141953428569386
y3_t0 y3_t2,-1.3141953428569386
y3_t1 y3_t3,-1.3141953428569386
y4_t1 y1_t2,1.3106871216026634
y4_t0 y1_t3,1.3106871216026634
y4_t0 y1_t2,1.3106871216026634
y4_t1 y1_t3,1.3106871216026634
y4_t2 y4_t3,1.2934953823661002
y4_t2^2,1.2934953823661002
y4_t3^2,1.2934953823661002
y1_t0 y3_t0 y4_t2,1.259850414698625
y1_t1 y3_t1 y4_t2,1.259850414698625
y1_t0 y3_t0 y4_t3,1.259850414698625
y1_t0 y3_t1 y4_t2,1.259850414698625
y1_t0 y3_t1 y4_t3,1.259850414698625
y1_t1 y3_t1 y4_t3,1.259850414698625
y3_t0 y1_t1 y4_t3,1.2598504146986245
y3_t0 y1_t1 y4_t2,1.2598504146986245
y4_t1,-1.242278286043737
y4_t0,-1.242278286043737
y1_t0 y1_t1,-1.2003333552768871
y1_t0^2,-1.2003333552768871
y1_t1^2,-1.2003333552768871
y2_t0 y3_t2 y1_t3,1.1665220348255578
y2_t1 y1_t2 y3_t3,1.1665220348255578
y2_t1 y3_t2 y1_t3,1.1665220348255578
y2_t0 y1_t2 y3_t2,1.1665220348255578
y2_t0 y1_t3 y3_t3,1.1665220348255578
y2_t1 y1_t2 y3_t2,1.1665220348255578
y2_t0 y1_t2 y3_t3,1.1665220348255578
y2_t1 y1_t3 y3_t3,1.1665220348255578
y4_t0 y2_t1 y1_t2,1.1478316036741583
y4_t0 y2_t1 y1_t3,1.1478316036741583
y2_t0 y4_t1 y1_t2,1.147831603674158
y2_t0 y4_t1 y1_t3,1.147831603674158
y2_t1 y4_t1 y1_t2,1.147831603674158
y2_t1 y4_t1 y1_t3,1.147831603674158
y2_t0 y4_t0 y1_t3,1.147831603674158
y2_t0 y4_t0 y1_t2,1.1478316036741565
y1_t2 y2_t2,-1.1213093072035942
y1_t2 y2_t3,-1.1213093072035942
y2_t2 y1_t3,-1.1213093072035942
y1_t3 y2_t3,-1.1213093072035942
y2_t0 y3_t0 y1_t1,1.1196977688229957
y1_t1 y2_t1 y3_t1,1.1196977688229957
