feature,coef
y4_t3,9.60255529757261
y4_t2,9.602555297572609
y3_t0,9.54262818948936
y3_t1,9.54262818948936
y3_t3,9.244816642313802
y3_t2,9.244816642313802
y1_t2,7.47251874744662
y1_t3,7.47251874744662
y1_t0,5.801409814030786
y1_t1,5.801409814030786
y4_t1^2,3.494072792358748
y4_t0 y4_t1,3.494072792358748
y4_t0^2,3.494072792358748
y2_t1,3.2025581398955634
y2_t0,3.2025581398955634
y1_t3^2,-2.933572304024996
y1_t2^2,-2.933572304024996
y1_t2 y1_t3,-2.933572304024996
y3_t3^2,2.857169872190397
y3_t2 y3_t3,2.857169872190397
y3_t2^2,2.857169872190397
y4_t0 y3_t3,2.653155330477179
y4_t0 y3_t2,2.653155330477179
y4_t1 y3_t2,2.653155330477179
y4_t1 y3_t3,2.653155330477179
y1_t2 y2_t3,-2.5882187691457474
y1_t2 y2_t2,-2.5882187691457474
y1_t3 y2_t3,-2.5882187691457474
y2_t2 y1_t3,-2.5882187691457474
y4_t0 y2_t2,-2.5510171894192295
y4_t0 y2_t3,-2.5510171894192295
y4_t1 y2_t2,-2.5510171894192295
y4_t1 y2_t3,-2.5510171894192295
y4_t2^2,2.3146862424244805
y4_t2 y4_t3,2.3146862424244805
y4_t3^2,2.3146862424244805
y4_t1 y1_t3,2.116748288526866
y4_t1 y1_t2,2.116748288526866
y4_t0 y1_t3,2.116748288526866
y4_t0 y1_t2,2.116748288526866
y1_t0 y3_t3,2.0492837978539233
y1_t0 y3_t2,2.0492837978539233
y1_t1 y3_t2,2.0492837978539233
y1_t1 y3_t3,2.0492837978539233
y1_t0 y4_t2,1.806548495117612
y1_t1 y4_t2,1.806548495117612
y1_t1 y4_t3,1.806548495117612
y1_t0 y4_t3,1.806548495117612
y2_t1 y1_t2,-1.6589672677765182
y2_t0 y1_t3,-1.6589672677765177
y2_t0 y1_t2,-1.6589672677765177
y2_t1 y1_t3,-1.6589672677765177
y1_t1 y4_t1,1.54495714521032
y1_t0 y4_t1,1.54495714521032
y1_t0 y4_t0,1.54495714521032
y4_t0 y1_t1,1.54495714521032
y1_t1 y2_t1,-1.4323761168848375
y2_t0 y1_t1,-1.4323761168848375
y1_t0 y2_t0,-1.4323761168848375
y1_t0 y2_t1,-1.4323761168848375
y3_t3 y4_t3,1.2214727728948027
y3_t2 y4_t3,1.2214727728948027
y4_t2 y3_t3,1.2214727728948027
y3_t2 y4_t2,1.2214727728948027
y2_t2^2,-1.220487968893317
y2_t3^2,-1.220487968893317
y2_t2 y2_t3,-1.220487968893317
y3_t0^2,-1.1691100311635205
y3_t1^2,-1.1691100311635205
y3_t0 y3_t1,-1.1691100311635205
y1_t0 y2_t3,1.1226944816411475
y1_t1 y2_t2,1.1226944816411475
y1_t0 y2_t2,1.1226944816411475
y1_t1 y2_t3,1.1226944816411475
y2_t0 y3_t3,1.1077864611251125
y2_t1 y3_t2,1.1077864611251125
y2_t0 y3_t2,1.1077864611251125
y2_t1 y3_t3,1.1077864611251125
y2_t0^2,0.9718295251343017
y2_t0 y2_t1,0.9718295251343017
y2_t1^2,0.9718295251343017
y2_t2,-0.8956435312807426
y2_t3,-0.8956435312807426
y3_t1 y4_t3,0.8644205161826444
y3_t0 y4_t3,0.8644205161826444
y3_t0 y4_t2,0.8644205161826444
