feature,coef
y1_t6 y1_t7^2,1.0047551436714608
y1_t6^2 y1_t7,1.0047551436714608
y1_t6^3,1.0047551436714608
y1_t7^3,1.0047551436714608
y1_t3^2,-0.7910924790150381
y1_t2 y1_t3,-0.7910924790150381
y1_t2^2,-0.7910924790150381
y1_t1^3,0.785207853752377
y1_t0^2 y1_t1,0.785207853752377
y1_t0^3,0.785207853752377
y1_t0 y1_t1^2,0.785207853752377
y4_t7,0.7207268477534688
y4_t6,0.7207268477534688
y1_t0 y2_t7,0.6730023399181183
y1_t1 y2_t6,0.6730023399181183
y1_t0 y2_t6,0.6730023399181183
y1_t1 y2_t7,0.6730023399181183
y4_t1 y1_t2,0.6470618477359475
y4_t0 y1_t3,0.6470618477359475
y4_t1 y1_t3,0.6470618477359475
y4_t0 y1_t2,0.6470618477359475
y1_t6^2 y4_t7,0.6239846794775477
y1_t6^2 y4_t6,0.6239846794775477
y4_t6 y1_t7^2,0.6239846794775477
y1_t7^2 y4_t7,0.6239846794775477
y1_t6 y4_t6 y1_t7,0.6239846794775477
y1_t6 y1_t7 y4_t7,0.6239846794775477
y2_t0 y1_t2,-0.6086909085244953
y2_t1 y1_t2,-0.6086909085244953
y2_t1 y1_t3,-0.6086909085244953
y2_t0 y1_t3,-0.6086909085244953
y4_t0 y4_t1 y4_t6,0.6071660865288402
y4_t1^2 y4_t6,0.6071660865288402
y4_t1^2 y4_t7,0.6071660865288402
y4_t0 y4_t1 y4_t7,0.6071660865288402
y4_t0^2 y4_t6,0.6071660865288402
y4_t0^2 y4_t7,0.6071660865288402
y1_t7,0.5931234777787331
y1_t6,0.5931234777787331
y2_t3,0.5716944166140454
y2_t2,0.5716944166140454
y1_t3 y2_t7,0.5536849074166683
y1_t2 y2_t7,0.5536849074166683
y1_t2 y2_t6,0.5536849074166683
y1_t3 y2_t6,0.5536849074166683
y1_t2 y1_t5,-0.5500854718455926
y1_t2 y1_t4,-0.5500854718455926
y1_t3 y1_t4,-0.5500854718455926
y1_t3 y1_t5,-0.5500854718455926
y1_t6 y1_t7,-0.5429624103063266
y1_t7^2,-0.5429624103063266
y1_t6^2,-0.5429624103063266
y2_t1^2,-0.5360805120879562
y2_t0 y2_t1,-0.5360805120879562
y2_t0^2,-0.5360805120879562
y1_t1 y4_t1,0.5309484912310296
y1_t0 y4_t1,0.5309484912310296
y1_t0 y4_t0,0.5309484912310296
y4_t0 y1_t1,0.5309484912310296
y2_t0 y1_t5,-0.5253806705146115
y2_t1 y1_t5,-0.5253806705146115
y2_t0 y1_t4,-0.5253806705146115
y2_t1 y1_t4,-0.5253806705146115
y1_t5^2,-0.5166368148127211
y1_t4^2,-0.5166368148127211
y1_t4 y1_t5,-0.5166368148127211
y2_t6^3,0.513783339767942
y2_t6 y2_t7^2,0.513783339767942
y2_t6^2 y2_t7,0.513783339767942
y2_t7^3,0.513783339767942
y4_t1^2 y1_t7,0.5129006691828174
y4_t0^2 y1_t7,0.5129006691828174
y4_t1^2 y1_t6,0.5129006691828174
y4_t0 y4_t1 y1_t6,0.5129006691828174
y4_t0 y4_t1 y1_t7,0.5129006691828174
y4_t0^2 y1_t6,0.5129006691828174
y4_t0 y4_t1 y3_t7,0.4943416288206077
y4_t0^2 y3_t6,0.49434162882060756
y4_t1^2 y3_t7,0.49434162882060756
y4_t1^2 y3_t6,0.49434162882060756
y4_t0^2 y3_t7,0.49434162882060756
y4_t0 y4_t1 y3_t6,0.49434162882060756
y1_t1 y1_t3,-0.490985741781148
y1_t0 y1_t2,-0.490985741781148
y1_t1 y1_t2,-0.490985741781148
y1_t0 y1_t3,-0.490985741781148
y1_t4,0.4876412742444806
y1_t5,0.4876412742444806
y1_t2 y1_t6 y2_t7,-0.48522310421806136
y1_t2 y1_t7 y2_t7,-0.48522310421806136
y1_t3 y2_t6 y1_t7,-0.48522310421806136
y1_t3 y1_t6 y2_t6,-0.48522310421806136
y1_t3 y1_t7 y2_t7,-0.48522310421806136
y1_t3 y1_t6 y2_t7,-0.48522310421806136
y1_t2 y2_t6 y1_t7,-0.48522310421806136
y1_t2 y1_t6 y2_t6,-0.48522310421806136
y3_t6,0.48181564221532186
y3_t7,0.48181564221532186
y2_t0 y1_t7,-0.4784359684149107
y2_t1 y1_t7,-0.4784359684149107
y2_t1 y1_t6,-0.4784359684149107
y2_t0 y1_t6,-0.4784359684149107
y3_t6 y1_t7^2,0.47641006421780335
y1_t6 y1_t7 y3_t7,0.47641006421780324
y1_t6^2 y3_t6,0.47641006421780324
y1_t6 y3_t6 y1_t7,0.47641006421780324
y1_t6^2 y3_t7,0.47641006421780324
y1_t7^2 y3_t7,0.47641006421780324
y1_t1 y1_t4,-0.46748766057095864
y1_t1 y1_t5,-0.46748766057095864
y1_t0 y1_t4,-0.46748766057095864
y1_t0 y1_t5,-0.46748766057095864
y1_t1 y1_t7^2,-0.46057348662035413
y1_t1 y1_t6 y1_t7,-0.46057348662035413
y1_t0 y1_t7^2,-0.46057348662035413
y1_t0 y1_t6^2,-0.46057348662035413
y1_t0 y1_t6 y1_t7,-0.46057348662035413
y1_t1 y1_t6^2,-0.46057348662035413
y1_t1^2 y1_t3,0.4530527265052649
y1_t1^2 y1_t2,0.4530527265052649
y1_t0 y1_t1 y1_t3,0.4530527265052649
y1_t0 y1_t1 y1_t2,0.4530527265052649
y1_t0^2 y1_t3,0.4530527265052649
