,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4
x1,1.0,-0.5717725403948952,0.46293310151847084,0.18492937937598874,-0.46024639470634815,0.46735874592171117,-0.5652834036465069,0.31078216868536107,-0.30571017549571766,0.04890975910998929,-0.4158949766262193,-0.43542827684388236
x2,-0.5717725403948952,1.0,-0.3135612602503773,-0.3476859650423019,0.4046653429015825,-0.2583448774437468,0.8963133578419664,-0.11277964452102594,0.6747331664014952,-0.1632647120034676,0.7863115427780161,0.8190366643174031
x3,0.46293310151847084,-0.3135612602503773,1.0,0.40283040017018523,-0.6243856348733227,0.9145404569784549,-0.4724416170560227,0.6124863972377339,0.1479371416445382,0.3588203110062729,-0.8517795266130046,-0.8791003642118578
x4,0.18492937937598874,-0.3476859650423019,0.40283040017018523,1.0,-0.009236658387446315,0.2087962713730113,-0.5318462328742077,0.03438511378158502,-0.3485565519599292,-0.17890928358149544,-0.6068987242961497,-0.6013143192874747
x5,-0.46024639470634815,0.4046653429015825,-0.6243856348733227,-0.009236658387446315,1.0,-0.7429031423103694,0.3430302448495779,-0.7290415099466891,-0.17168221468934958,-0.5389772704045296,0.6768853865829431,0.7480890364492402
x6,0.46735874592171117,-0.2583448774437468,0.9145404569784549,0.2087962713730113,-0.7429031423103694,1.0,-0.3402633661856805,0.7311810560620917,0.3004807267004799,0.45197436030324284,-0.8960838129377019,-0.9122176706302052
x7,-0.5652834036465069,0.8963133578419664,-0.4724416170560227,-0.5318462328742077,0.3430302448495779,-0.3402633661856805,1.0,-0.11918715733643115,0.6646230962565516,-0.11218407943469612,0.9780468516189547,0.9798626983968928
x8,0.31078216868536107,-0.11277964452102594,0.6124863972377339,0.03438511378158502,-0.7290415099466891,0.7311810560620917,-0.11918715733643115,1.0,0.4596828182508941,0.4359606548577368,-0.6913834006389336,-0.6897790483629553
y1,-0.30571017549571766,0.6747331664014952,0.1479371416445382,-0.3485565519599292,-0.17168221468934958,0.3004807267004799,0.6646230962565516,0.4596828182508941,1.0,0.3005584294635636,0.3606714525122817,0.45556557468915077
y2,0.04890975910998929,-0.1632647120034676,0.3588203110062729,-0.17890928358149544,-0.5389772704045296,0.45197436030324284,-0.11218407943469612,0.4359606548577368,0.3005584294635636,1.0,-0.5698082354043167,-0.5735848784215487
y3,-0.4158949766262193,0.7863115427780161,-0.8517795266130046,-0.6068987242961497,0.6768853865829431,-0.8960838129377019,0.9780468516189547,-0.6913834006389336,0.3606714525122817,-0.5698082354043167,1.0,0.994965117386788
y4,-0.43542827684388236,0.8190366643174031,-0.8791003642118578,-0.6013143192874747,0.7480890364492402,-0.9122176706302052,0.9798626983968928,-0.6897790483629553,0.45556557468915077,-0.5735848784215487,0.994965117386788,1.0
