,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4
x1,1.0,-0.6172351863096557,0.3932190052794135,0.3470506793377224,-0.45107445084006575,0.5283144773294264,-0.5899363470960629,0.3574036029288831,-0.3748573766376219,0.10086970205413352,-0.5568974712075186,-0.5846591535824548
x2,-0.6172351863096557,1.0,-0.2817355353036881,-0.5793445652818147,0.4990467258698019,-0.5345402684841608,0.8869485772666986,-0.2586569409050519,0.5471441728821343,-0.2397190826064935,0.8015929754747264,0.8519905311573323
x3,0.3932190052794135,-0.2817355353036881,1.0,0.42792051382776036,-0.485948399229211,0.845703445386427,-0.36686359794062867,0.6255625512858729,0.30529340305233144,0.40688818970592183,-0.7992015310334049,-0.8131716551312872
x4,0.3470506793377224,-0.5793445652818147,0.42792051382776036,1.0,-0.1771661668322276,0.436661203302895,-0.6999659568006368,0.13469938829782402,-0.36808208540159676,0.07329512116868592,-0.8067146727300061,-0.8201582887960215
x5,-0.45107445084006575,0.4990467258698019,-0.485948399229211,-0.1771661668322276,1.0,-0.7257074697393879,0.39016977213958925,-0.7319135241144927,-0.07401132316665962,-0.6758063747250317,0.694256662770103,0.7530310120748686
x6,0.5283144773294264,-0.5345402684841608,0.845703445386427,0.436661203302895,-0.7257074697393879,1.0,-0.5042989563542594,0.7274596647497938,0.09006803013447254,0.49656044596231197,-0.9247162552294776,-0.9346114383976026
x7,-0.5899363470960629,0.8869485772666986,-0.36686359794062867,-0.6999659568006368,0.39016977213958925,-0.5042989563542594,1.0,-0.15289329334299528,0.6024608118150075,-0.1676952885838342,0.9765741367542318,0.9798187032730561
x8,0.3574036029288831,-0.2586569409050519,0.6255625512858729,0.13469938829782402,-0.7319135241144927,0.7274596647497938,-0.15289329334299528,1.0,0.4428876331488482,0.5917935393402578,-0.7493846791611242,-0.7889412827437533
y1,-0.3748573766376219,0.5471441728821343,0.30529340305233144,-0.36808208540159676,-0.07401132316665962,0.09006803013447254,0.6024608118150075,0.4428876331488482,1.0,0.3214089480045932,0.07053864666981577,0.23533170404623116
y2,0.10086970205413352,-0.2397190826064935,0.40688818970592183,0.07329512116868592,-0.6758063747250317,0.49656044596231197,-0.1676952885838342,0.5917935393402578,0.3214089480045932,1.0,-0.6277175693486865,-0.663555801860245
y3,-0.5568974712075186,0.8015929754747264,-0.7992015310334049,-0.8067146727300061,0.694256662770103,-0.9247162552294776,0.9765741367542318,-0.7493846791611242,0.07053864666981577,-0.6277175693486865,1.0,0.9963792946294533
y4,-0.5846591535824548,0.8519905311573323,-0.8131716551312872,-0.8201582887960215,0.7530310120748686,-0.9346114383976026,0.9798187032730561,-0.7889412827437533,0.23533170404623116,-0.663555801860245,0.9963792946294533,1.0
