,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,y4
x1,1.0,-0.5985103651229279,0.4709688386717803,0.31857227740203253,-0.421411361589499,0.40922419044743674,-0.5583054002669053,0.3475866014616911,-0.26691599882862177,0.12623475336719162,-0.5708280575495193,-0.576771625708115
x2,-0.5985103651229279,1.0,-0.358232881132549,-0.545467074481913,0.3572620241405242,-0.3199728803679836,0.881042445204713,-0.20405767020918242,0.5586517847505552,-0.20573121250642804,0.7420468352830559,0.7818937067535122
x3,0.4709688386717803,-0.358232881132549,1.0,0.5117013666352923,-0.5249240307330334,0.7166142433821852,-0.4619932860467268,0.631348285107703,0.2602031170017371,0.49564672505815305,-0.8786822177520326,-0.8511986162457398
x4,0.31857227740203253,-0.545467074481913,0.5117013666352923,1.0,-0.1356866197617843,0.5147938361880278,-0.680677019403702,0.152779292394879,-0.35622219745812966,0.06235582217911868,-0.793478032195594,-0.7872061925184
x5,-0.421411361589499,0.3572620241405242,-0.5249240307330334,-0.1356866197617843,1.0,-0.527148580876681,0.30023234272970134,-0.7357497707331973,-0.24525822473400594,-0.7128041374124993,0.5854562092444442,0.6707297930220067
x6,0.40922419044743674,-0.3199728803679836,0.7166142433821852,0.5147938361880278,-0.527148580876681,1.0,-0.42117529640776247,0.4744334836467623,0.16187703937952716,0.4390311163964419,-0.6373304754137484,-0.6467149739334546
x7,-0.5583054002669053,0.881042445204713,-0.4619932860467268,-0.680677019403702,0.30023234272970134,-0.42117529640776247,1.0,-0.16901387524724062,0.5812087812035829,-0.1717569587713871,0.9751756838693523,0.9788445732897492
x8,0.3475866014616911,-0.20405767020918242,0.631348285107703,0.152779292394879,-0.7357497707331973,0.4744334836467623,-0.16901387524724062,1.0,0.48715705572835066,0.6193033205094605,-0.7464285002626653,-0.792346099530047
y1,-0.26691599882862177,0.5586517847505552,0.2602031170017371,-0.35622219745812966,-0.24525822473400594,0.16187703937952716,0.5812087812035829,0.48715705572835066,1.0,0.38317115090687154,0.03460331850553052,0.10470339545548767
y2,0.12623475336719162,-0.20573121250642804,0.49564672505815305,0.06235582217911868,-0.7128041374124993,0.4390311163964419,-0.1717569587713871,0.6193033205094605,0.38317115090687154,1.0,-0.6782031687863943,-0.6772854360774673
y3,-0.5708280575495193,0.7420468352830559,-0.8786822177520326,-0.793478032195594,0.5854562092444442,-0.6373304754137484,0.9751756838693523,-0.7464285002626653,0.03460331850553052,-0.6782031687863943,1.0,0.9955779565370361
y4,-0.576771625708115,0.7818937067535122,-0.8511986162457398,-0.7872061925184,0.6707297930220067,-0.6467149739334546,0.9788445732897492,-0.792346099530047,0.10470339545548767,-0.6772854360774673,0.9955779565370361,1.0
