,y1,y2,y3,y4
x1,-0.35303992131953715,0.05148076001339955,-0.5537446705087917,-0.572877984472474
x2,0.5974892381072765,-0.17875711851445708,0.7482419400332604,0.7967895366647293
x3,0.2057469050633918,0.3612509895400907,-0.7476151911480119,-0.8057465444107738
x4,-0.35048996147552103,-0.08374734461919042,-0.6606954505882467,-0.619584692178943
x5,-0.20208151736894175,-0.5664245430113322,0.6251994129227039,0.6838722843194817
x6,0.14685436437801855,0.40415102692595095,-0.7290984311581377,-0.7245334040117785
x7,0.640479617804039,-0.10628965881120822,0.9734192320919617,0.977234654115173
x8,0.4070924868886733,0.5042503478095285,-0.7683873054177364,-0.7856821633520301
